customer_id,name,email,country,registration_date,order_id,product_id,order_date,quantity,price,product_name,category,stock,review_id,rating,review_date
604,Kenneth Barnes,scott73@brown.net,Oman,2021-03-22,8769,153,2024-05-04,4,205.7,Professor Clothing,Books,104,,,
605,Richard Brown,ricardogreen@macias-carter.com,Northern Mariana Islands,2021-06-30,919,130,2024-07-11,10,195.93,Today Books,Accessories,439,,,
605,Richard Brown,ricardogreen@macias-carter.com,Northern Mariana Islands,2021-06-30,1536,285,2024-04-17,9,141.04,Future Electronics,Accessories,357,,,
605,Richard Brown,ricardogreen@macias-carter.com,Northern Mariana Islands,2021-06-30,3961,272,2024-04-24,6,74.96,Include Accessories,Books,349,,,
605,Richard Brown,ricardogreen@macias-carter.com,Northern Mariana Islands,2021-06-30,7103,344,2024-03-15,5,118.59,Part Books,Books,222,,,
605,Richard Brown,ricardogreen@macias-carter.com,Northern Mariana Islands,2021-06-30,7854,467,2024-04-02,5,86.46,Suddenly Accessories,Furniture,474,,,
605,Richard Brown,ricardogreen@macias-carter.com,Northern Mariana Islands,2021-06-30,7998,447,2024-06-23,6,769.16,Exactly Clothing,Books,200,,,
607,Lindsay Bowen,amanda49@hotmail.com,Haiti,2021-05-19,3441,494,2024-02-23,2,82.7,Coach Electronics,Accessories,458,,,
607,Lindsay Bowen,amanda49@hotmail.com,Haiti,2021-05-19,4555,65,2024-04-16,10,1215.02,Beat Electronics,Accessories,111,,,
608,Matthew Ramos MD,qweber@brown-wheeler.net,Saint Kitts and Nevis,2021-04-17,895,305,2024-06-02,4,1213.37,That Furniture,Clothing,71,,,
609,Mr. Johnny Henderson Jr.,andrewwoods@gmail.com,Mexico,2020-06-11,2066,377,2024-10-20,10,997.39,North Accessories,Electronics,184,,,
609,Mr. Johnny Henderson Jr.,andrewwoods@gmail.com,Mexico,2020-06-11,3498,84,2024-08-10,5,1253.68,Defense Books,Books,268,,,
609,Mr. Johnny Henderson Jr.,andrewwoods@gmail.com,Mexico,2020-06-11,4376,244,2024-07-23,3,1229.07,Like Furniture,Clothing,21,,,
609,Mr. Johnny Henderson Jr.,andrewwoods@gmail.com,Mexico,2020-06-11,5005,331,2024-07-08,8,271.54,Mention Furniture,Books,459,,,
609,Mr. Johnny Henderson Jr.,andrewwoods@gmail.com,Mexico,2020-06-11,5030,78,2024-05-11,7,938.75,Capital Electronics,Electronics,134,,,
609,Mr. Johnny Henderson Jr.,andrewwoods@gmail.com,Mexico,2020-06-11,6252,31,2024-03-17,5,954.82,Game Accessories,Accessories,100,,,
609,Mr. Johnny Henderson Jr.,andrewwoods@gmail.com,Mexico,2020-06-11,9578,283,2024-05-08,1,1007.23,Student Electronics,Books,267,,,
610,Matthew Estes,smithmelissa@boone.com,Puerto Rico,2021-11-01,1893,456,2024-09-17,7,647.58,Him Books,Clothing,180,,,
610,Matthew Estes,smithmelissa@boone.com,Puerto Rico,2021-11-01,2573,218,2024-06-12,1,1141.03,Large Clothing,Clothing,219,,,
610,Matthew Estes,smithmelissa@boone.com,Puerto Rico,2021-11-01,3225,85,2024-06-09,1,156.56,Less Books,Books,369,,,
610,Matthew Estes,smithmelissa@boone.com,Puerto Rico,2021-11-01,3639,415,2024-04-28,5,550.5,Ask Electronics,Books,193,,,
610,Matthew Estes,smithmelissa@boone.com,Puerto Rico,2021-11-01,3954,159,2024-08-29,7,830.14,Send Books,Electronics,49,,,
610,Matthew Estes,smithmelissa@boone.com,Puerto Rico,2021-11-01,4338,175,2024-04-06,2,1469.81,Join Electronics,Books,308,,,
610,Matthew Estes,smithmelissa@boone.com,Puerto Rico,2021-11-01,6789,140,2024-01-28,10,1104.11,Stage Books,Clothing,270,,,
610,Matthew Estes,smithmelissa@boone.com,Puerto Rico,2021-11-01,8429,358,2024-05-16,3,709.61,Now Clothing,Furniture,405,,,
611,Sandra Smith,warrenkaitlyn@randall.info,New Caledonia,2024-07-15,749,226,2024-09-30,1,1240.33,Type Furniture,Accessories,75,,,
612,Jose Ward,vhouston@peterson-baldwin.net,Angola,2020-08-07,954,399,2024-04-10,5,854.27,Consumer Accessories,Clothing,48,,,
612,Jose Ward,vhouston@peterson-baldwin.net,Angola,2020-08-07,6616,482,2024-03-11,10,1164.29,Person Electronics,Electronics,150,,,
613,Katie Doyle,robin30@phillips.org,Liberia,2021-08-09,1313,346,2024-02-08,3,1215.17,Husband Accessories,Electronics,231,,,
613,Katie Doyle,robin30@phillips.org,Liberia,2021-08-09,1516,481,2024-01-28,9,1433.23,Collection Furniture,Books,445,,,
613,Katie Doyle,robin30@phillips.org,Liberia,2021-08-09,3046,464,2024-05-06,10,1056.56,Add Furniture,Clothing,463,,,
613,Katie Doyle,robin30@phillips.org,Liberia,2021-08-09,9717,421,2024-06-07,5,1223.19,Toward Clothing,Accessories,285,,,
615,Walter Schmidt,johnsontom@yahoo.com,Falkland Islands (Malvinas),2021-11-25,1190,385,2024-07-20,8,975.27,Argue Books,Electronics,472,,,
615,Walter Schmidt,johnsontom@yahoo.com,Falkland Islands (Malvinas),2021-11-25,3081,451,2024-07-12,8,1206.67,In Accessories,Accessories,321,,,
615,Walter Schmidt,johnsontom@yahoo.com,Falkland Islands (Malvinas),2021-11-25,4260,385,2024-04-17,10,1444.86,Argue Books,Electronics,472,,,
615,Walter Schmidt,johnsontom@yahoo.com,Falkland Islands (Malvinas),2021-11-25,5726,55,2024-02-21,4,133.94,Local Books,Furniture,206,,,
615,Walter Schmidt,johnsontom@yahoo.com,Falkland Islands (Malvinas),2021-11-25,9172,187,2024-09-14,6,1090.67,Box Electronics,Clothing,20,,,
616,Vanessa Farmer MD,cperez@whitaker.biz,Ecuador,2021-08-18,884,441,2024-09-30,8,263.29,Herself Furniture,Accessories,52,,,
616,Vanessa Farmer MD,cperez@whitaker.biz,Ecuador,2021-08-18,4322,105,2024-02-16,7,57.75,Help Books,Accessories,338,,,
616,Vanessa Farmer MD,cperez@whitaker.biz,Ecuador,2021-08-18,8937,61,2024-04-30,8,281.42,Bed Clothing,Accessories,169,,,
617,Zachary Newton,holdenmiguel@smith-jennings.com,Monaco,2022-10-02,7517,215,2024-05-02,5,576.52,Management Electronics,Accessories,135,,,
617,Zachary Newton,holdenmiguel@smith-jennings.com,Monaco,2022-10-02,8495,138,2024-09-09,4,420.79,Last Electronics,Clothing,27,,,
617,Zachary Newton,holdenmiguel@smith-jennings.com,Monaco,2022-10-02,9415,30,2024-04-08,1,230.38,Central Furniture,Furniture,305,,,
618,Charles Colon,donna56@hotmail.com,Namibia,2021-03-26,1553,129,2024-03-25,9,98.92,Expert Books,Accessories,181,,,
618,Charles Colon,donna56@hotmail.com,Namibia,2021-03-26,2103,153,2024-04-05,7,1093.02,Professor Clothing,Books,104,981.0,5.0,2024-03-28
618,Charles Colon,donna56@hotmail.com,Namibia,2021-03-26,5538,77,2024-02-15,3,1081.95,Almost Furniture,Accessories,306,,,
618,Charles Colon,donna56@hotmail.com,Namibia,2021-03-26,5779,180,2024-03-24,2,598.77,Sense Accessories,Electronics,359,,,
618,Charles Colon,donna56@hotmail.com,Namibia,2021-03-26,9654,18,2024-04-11,4,1119.29,Later Accessories,Electronics,428,,,
619,Pam Taylor,zavalamichael@arnold.com,Uzbekistan,2023-04-19,5,56,2024-01-22,10,746.24,Interesting Furniture,Accessories,91,,,
619,Pam Taylor,zavalamichael@arnold.com,Uzbekistan,2023-04-19,222,496,2024-01-31,9,1400.54,Color Furniture,Accessories,78,,,
620,Mackenzie Wilkinson,ostone@yahoo.com,Saint Martin,2021-06-06,3340,496,2024-07-18,6,810.32,Color Furniture,Accessories,78,,,
620,Mackenzie Wilkinson,ostone@yahoo.com,Saint Martin,2021-06-06,4660,160,2024-08-05,5,517.73,Newspaper Accessories,Electronics,273,,,
620,Mackenzie Wilkinson,ostone@yahoo.com,Saint Martin,2021-06-06,6025,253,2024-04-17,9,339.0,Pay Electronics,Furniture,116,,,
620,Mackenzie Wilkinson,ostone@yahoo.com,Saint Martin,2021-06-06,6369,477,2024-07-17,2,936.49,Somebody Furniture,Furniture,179,,,
620,Mackenzie Wilkinson,ostone@yahoo.com,Saint Martin,2021-06-06,8025,302,2024-06-24,3,1034.35,Authority Electronics,Clothing,264,,,
621,Kim Murray,david42@hotmail.com,Marshall Islands,2021-01-25,594,310,2024-10-20,8,995.12,White Accessories,Electronics,475,,,
621,Kim Murray,david42@hotmail.com,Marshall Islands,2021-01-25,1692,477,2024-09-13,7,776.99,Somebody Furniture,Furniture,179,,,
621,Kim Murray,david42@hotmail.com,Marshall Islands,2021-01-25,1994,388,2024-04-28,9,366.17,Learn Books,Clothing,163,,,
621,Kim Murray,david42@hotmail.com,Marshall Islands,2021-01-25,4218,75,2024-03-31,8,753.73,Interesting Books,Books,251,,,
621,Kim Murray,david42@hotmail.com,Marshall Islands,2021-01-25,5490,18,2024-04-08,10,361.55,Later Accessories,Electronics,428,,,
622,Donna Turner,silvaamanda@yahoo.com,Bolivia,2022-05-04,2192,271,2024-07-13,8,222.87,Pm Books,Electronics,12,,,
622,Donna Turner,silvaamanda@yahoo.com,Bolivia,2022-05-04,6915,329,2024-07-29,4,515.59,Mouth Electronics,Books,251,,,
623,Michael Newton,pgriffith@hotmail.com,Saint Martin,2022-02-19,400,132,2024-07-20,9,1123.65,Maintain Clothing,Furniture,228,,,
623,Michael Newton,pgriffith@hotmail.com,Saint Martin,2022-02-19,2693,7,2024-04-02,5,73.77,Level Accessories,Books,377,,,
624,Amanda Green,marc95@hill.com,Saint Martin,2023-06-13,7372,132,2024-10-08,5,243.83,Maintain Clothing,Furniture,228,,,
624,Amanda Green,marc95@hill.com,Saint Martin,2023-06-13,9036,404,2024-09-10,3,1422.32,International Books,Electronics,495,,,
624,Amanda Green,marc95@hill.com,Saint Martin,2023-06-13,9259,112,2024-07-26,7,1047.98,Speech Accessories,Clothing,308,,,
624,Amanda Green,marc95@hill.com,Saint Martin,2023-06-13,9435,116,2024-09-24,7,1119.22,Us Books,Furniture,468,,,
625,Tyler Lindsey,hawkinskelly@yahoo.com,Bouvet Island (Bouvetoya),2022-08-08,2431,381,2024-05-02,3,765.78,Hour Furniture,Furniture,450,,,
625,Tyler Lindsey,hawkinskelly@yahoo.com,Bouvet Island (Bouvetoya),2022-08-08,4578,385,2024-07-09,6,278.82,Argue Books,Electronics,472,,,
625,Tyler Lindsey,hawkinskelly@yahoo.com,Bouvet Island (Bouvetoya),2022-08-08,6411,214,2024-02-05,8,353.13,Fund Accessories,Books,282,,,
626,Kaylee Williams,bhuff@maldonado.com,Holy See (Vatican City State),2022-04-26,4539,374,2024-10-04,10,14.92,Avoid Clothing,Electronics,476,,,
626,Kaylee Williams,bhuff@maldonado.com,Holy See (Vatican City State),2022-04-26,4596,236,2024-08-04,7,943.56,Degree Accessories,Clothing,154,,,
627,Karen Edwards,christinepeterson@garcia-green.com,French Polynesia,2022-03-13,499,167,2024-06-17,1,639.93,Road Accessories,Clothing,359,,,
627,Karen Edwards,christinepeterson@garcia-green.com,French Polynesia,2022-03-13,3768,238,2024-05-12,1,306.74,Field Furniture,Accessories,245,,,
627,Karen Edwards,christinepeterson@garcia-green.com,French Polynesia,2022-03-13,4579,96,2024-03-25,6,1259.57,Director Electronics,Accessories,51,,,
627,Karen Edwards,christinepeterson@garcia-green.com,French Polynesia,2022-03-13,4794,139,2024-04-26,9,842.53,Set Furniture,Electronics,408,,,
628,Barbara Hall,maddenernest@yahoo.com,Austria,2023-07-09,3840,33,2024-04-13,9,1469.47,Offer Clothing,Clothing,60,,,
628,Barbara Hall,maddenernest@yahoo.com,Austria,2023-07-09,5141,76,2024-01-23,6,1397.21,Chair Electronics,Furniture,289,,,
628,Barbara Hall,maddenernest@yahoo.com,Austria,2023-07-09,5149,184,2024-01-26,5,1465.56,Pattern Clothing,Books,399,,,
628,Barbara Hall,maddenernest@yahoo.com,Austria,2023-07-09,8592,275,2024-05-15,7,320.15,Environmental Electronics,Accessories,334,,,
629,Angela Kennedy,wyattjennifer@yahoo.com,Norway,2021-05-11,1384,289,2024-01-15,9,1209.31,Person Furniture,Accessories,492,,,
629,Angela Kennedy,wyattjennifer@yahoo.com,Norway,2021-05-11,3311,44,2024-07-20,6,1320.68,Data Electronics,Accessories,39,,,
630,Tara Hoffman,anthonywebb@gmail.com,Australia,2020-04-06,4203,131,2024-03-18,7,733.12,Late Books,Furniture,201,,,
630,Tara Hoffman,anthonywebb@gmail.com,Australia,2020-04-06,4808,296,2024-10-14,4,1268.24,Word Accessories,Clothing,219,,,
630,Tara Hoffman,anthonywebb@gmail.com,Australia,2020-04-06,5313,379,2024-07-14,4,1012.55,Source Accessories,Accessories,492,,,
630,Tara Hoffman,anthonywebb@gmail.com,Australia,2020-04-06,9734,358,2024-09-09,5,782.71,Now Clothing,Furniture,405,,,
631,Mark Clements,bthomas@cooper.com,Andorra,2023-08-24,830,423,2024-09-06,1,693.5,Raise Books,Books,27,,,
631,Mark Clements,bthomas@cooper.com,Andorra,2023-08-24,6751,423,2024-08-15,10,69.57,Raise Books,Books,27,,,
631,Mark Clements,bthomas@cooper.com,Andorra,2023-08-24,9664,423,2024-01-30,9,1452.17,Raise Books,Books,27,,,
632,Larry Mills,timothytaylor@gray.com,Russian Federation,2022-02-08,328,363,2024-06-02,8,1024.85,Strategy Books,Accessories,290,,,
632,Larry Mills,timothytaylor@gray.com,Russian Federation,2022-02-08,4983,283,2024-01-07,5,929.93,Student Electronics,Books,267,,,
632,Larry Mills,timothytaylor@gray.com,Russian Federation,2022-02-08,7568,491,2024-01-05,3,433.16,Develop Accessories,Clothing,71,,,
632,Larry Mills,timothytaylor@gray.com,Russian Federation,2022-02-08,9051,13,2024-03-11,4,829.75,Blue Accessories,Accessories,467,,,
633,Maria Avila,bquinn@gmail.com,Cocos (Keeling) Islands,2024-02-05,1691,481,2024-10-09,10,240.73,Collection Furniture,Books,445,,,
633,Maria Avila,bquinn@gmail.com,Cocos (Keeling) Islands,2024-02-05,1846,170,2024-02-13,9,353.19,Play Accessories,Books,300,,,
633,Maria Avila,bquinn@gmail.com,Cocos (Keeling) Islands,2024-02-05,2880,227,2024-10-23,2,1305.02,Often Clothing,Clothing,205,,,
633,Maria Avila,bquinn@gmail.com,Cocos (Keeling) Islands,2024-02-05,6089,63,2024-07-08,8,1486.43,Full Clothing,Books,307,,,
633,Maria Avila,bquinn@gmail.com,Cocos (Keeling) Islands,2024-02-05,6544,277,2024-01-25,5,1162.79,Any Books,Books,254,,,
633,Maria Avila,bquinn@gmail.com,Cocos (Keeling) Islands,2024-02-05,9368,16,2024-08-19,4,565.15,Reason Accessories,Accessories,41,,,
633,Maria Avila,bquinn@gmail.com,Cocos (Keeling) Islands,2024-02-05,9880,442,2024-10-13,7,52.27,Phone Clothing,Furniture,82,,,
634,Kimberly Vazquez,hartmanbenjamin@yahoo.com,Martinique,2024-07-04,1005,254,2024-04-10,2,849.22,Movement Books,Furniture,56,,,
634,Kimberly Vazquez,hartmanbenjamin@yahoo.com,Martinique,2024-07-04,1543,455,2024-06-06,2,1444.0,Understand Books,Electronics,494,,,
634,Kimberly Vazquez,hartmanbenjamin@yahoo.com,Martinique,2024-07-04,2280,198,2024-04-30,7,272.87,Read Books,Books,144,,,
634,Kimberly Vazquez,hartmanbenjamin@yahoo.com,Martinique,2024-07-04,5356,52,2024-01-31,4,63.94,Situation Books,Accessories,442,,,
634,Kimberly Vazquez,hartmanbenjamin@yahoo.com,Martinique,2024-07-04,7121,1,2024-01-25,6,278.28,Order Accessories,Books,304,,,
635,Debra Smith,jeffreybrooks@thomas-davis.org,Bulgaria,2020-12-08,2624,144,2024-01-04,2,64.47,Feel Clothing,Books,326,,,
635,Debra Smith,jeffreybrooks@thomas-davis.org,Bulgaria,2020-12-08,3468,497,2024-01-08,5,545.76,Address Accessories,Electronics,122,,,
635,Debra Smith,jeffreybrooks@thomas-davis.org,Bulgaria,2020-12-08,3738,125,2024-07-18,5,340.57,Middle Electronics,Accessories,312,,,
635,Debra Smith,jeffreybrooks@thomas-davis.org,Bulgaria,2020-12-08,4358,75,2024-05-22,8,1064.12,Interesting Books,Books,251,,,
636,Renee Williams,reidmargaret@russell-stokes.com,United Kingdom,2024-07-31,202,266,2024-01-13,1,650.31,Professor Electronics,Books,401,,,
636,Renee Williams,reidmargaret@russell-stokes.com,United Kingdom,2024-07-31,3289,276,2024-09-14,7,1227.39,Forward Clothing,Electronics,214,,,
636,Renee Williams,reidmargaret@russell-stokes.com,United Kingdom,2024-07-31,4271,296,2024-01-16,2,1300.85,Word Accessories,Clothing,219,,,
636,Renee Williams,reidmargaret@russell-stokes.com,United Kingdom,2024-07-31,5122,84,2024-08-03,5,1137.54,Defense Books,Books,268,,,
636,Renee Williams,reidmargaret@russell-stokes.com,United Kingdom,2024-07-31,6762,129,2024-08-18,9,1221.25,Expert Books,Accessories,181,,,
636,Renee Williams,reidmargaret@russell-stokes.com,United Kingdom,2024-07-31,8823,135,2024-06-13,3,500.94,Point Clothing,Electronics,183,,,
637,Angela Miller,adamfarrell@gonzalez-mckinney.net,Nigeria,2022-07-18,2486,6,2024-10-07,2,1402.06,This Furniture,Books,164,,,
637,Angela Miller,adamfarrell@gonzalez-mckinney.net,Nigeria,2022-07-18,4138,371,2024-06-01,9,989.11,Hundred Books,Clothing,163,,,
637,Angela Miller,adamfarrell@gonzalez-mckinney.net,Nigeria,2022-07-18,7368,311,2024-09-11,8,1249.8,Future Clothing,Clothing,238,,,
637,Angela Miller,adamfarrell@gonzalez-mckinney.net,Nigeria,2022-07-18,9331,212,2024-04-05,6,86.15,Across Clothing,Clothing,311,,,
637,Angela Miller,adamfarrell@gonzalez-mckinney.net,Nigeria,2022-07-18,9504,249,2024-05-26,1,1416.97,Leader Furniture,Furniture,310,,,
638,Tracy White,nsmith@barrera-schneider.com,Ireland,2023-08-04,2146,139,2024-04-08,5,366.47,Set Furniture,Electronics,408,,,
638,Tracy White,nsmith@barrera-schneider.com,Ireland,2023-08-04,5825,408,2024-04-01,6,382.44,Stand Clothing,Furniture,21,,,
639,Natasha Leach,carol18@yahoo.com,Korea,2024-02-02,1412,380,2024-08-31,2,732.04,Think Clothing,Furniture,295,,,
639,Natasha Leach,carol18@yahoo.com,Korea,2024-02-02,6279,44,2024-06-12,5,345.28,Data Electronics,Accessories,39,,,
639,Natasha Leach,carol18@yahoo.com,Korea,2024-02-02,7439,292,2024-03-25,1,568.58,Business Electronics,Clothing,138,,,
639,Natasha Leach,carol18@yahoo.com,Korea,2024-02-02,9398,88,2024-06-12,4,330.88,Human Electronics,Furniture,191,,,
640,Tiffany Melton,smithbrandon@gmail.com,Sweden,2021-05-28,634,231,2024-02-21,6,690.85,Democratic Clothing,Furniture,253,,,
640,Tiffany Melton,smithbrandon@gmail.com,Sweden,2021-05-28,3280,449,2024-09-19,3,736.16,Market Furniture,Accessories,395,,,
640,Tiffany Melton,smithbrandon@gmail.com,Sweden,2021-05-28,6766,215,2024-08-11,5,631.88,Management Electronics,Accessories,135,,,
640,Tiffany Melton,smithbrandon@gmail.com,Sweden,2021-05-28,7648,456,2024-04-04,1,275.11,Him Books,Clothing,180,,,
640,Tiffany Melton,smithbrandon@gmail.com,Sweden,2021-05-28,8570,225,2024-07-25,9,620.86,So Accessories,Clothing,227,,,
641,Andrew Meyers,kcaldwell@brown-weiss.com,Macao,2023-06-25,2129,309,2024-06-26,6,63.6,Style Electronics,Clothing,386,,,
641,Andrew Meyers,kcaldwell@brown-weiss.com,Macao,2023-06-25,3815,332,2024-03-03,2,1410.5,Use Electronics,Electronics,180,,,
641,Andrew Meyers,kcaldwell@brown-weiss.com,Macao,2023-06-25,4541,220,2024-05-08,4,1398.17,Loss Electronics,Clothing,489,,,
641,Andrew Meyers,kcaldwell@brown-weiss.com,Macao,2023-06-25,5410,345,2024-04-22,6,831.77,Hospital Accessories,Furniture,14,,,
641,Andrew Meyers,kcaldwell@brown-weiss.com,Macao,2023-06-25,5872,492,2024-06-19,2,74.63,Hotel Accessories,Books,469,,,
641,Andrew Meyers,kcaldwell@brown-weiss.com,Macao,2023-06-25,9410,39,2024-07-15,9,967.35,Inside Electronics,Accessories,250,,,
642,Austin Smith,samuel37@clark.com,Saint Kitts and Nevis,2023-05-21,714,153,2024-03-23,3,1257.79,Professor Clothing,Books,104,,,
642,Austin Smith,samuel37@clark.com,Saint Kitts and Nevis,2023-05-21,956,344,2024-01-30,5,682.51,Part Books,Books,222,,,
642,Austin Smith,samuel37@clark.com,Saint Kitts and Nevis,2023-05-21,2207,390,2024-02-19,4,832.35,Whether Furniture,Clothing,162,,,
642,Austin Smith,samuel37@clark.com,Saint Kitts and Nevis,2023-05-21,4930,196,2024-06-24,2,1010.22,Hospital Books,Furniture,22,,,
642,Austin Smith,samuel37@clark.com,Saint Kitts and Nevis,2023-05-21,4978,42,2024-06-26,2,643.77,Trip Clothing,Furniture,297,,,
643,Scott Nunez,williamsmichael@hotmail.com,Guyana,2020-04-12,1205,230,2024-05-12,10,627.55,Avoid Accessories,Electronics,193,,,
643,Scott Nunez,williamsmichael@hotmail.com,Guyana,2020-04-12,7994,216,2024-08-18,1,971.57,Body Clothing,Accessories,372,,,
643,Scott Nunez,williamsmichael@hotmail.com,Guyana,2020-04-12,8883,124,2024-09-28,7,685.47,Natural Furniture,Books,446,,,
643,Scott Nunez,williamsmichael@hotmail.com,Guyana,2020-04-12,8953,230,2024-02-08,3,687.3,Avoid Accessories,Electronics,193,,,
643,Scott Nunez,williamsmichael@hotmail.com,Guyana,2020-04-12,8990,402,2024-07-14,6,181.63,Within Furniture,Electronics,440,,,
644,Caitlin Scott,traceyscott@gmail.com,Rwanda,2023-07-18,1003,55,2024-06-17,5,442.07,Local Books,Furniture,206,,,
644,Caitlin Scott,traceyscott@gmail.com,Rwanda,2023-07-18,2659,298,2024-06-11,1,929.09,Detail Clothing,Books,364,,,
644,Caitlin Scott,traceyscott@gmail.com,Rwanda,2023-07-18,5304,92,2024-05-07,2,628.0,Wonder Clothing,Furniture,403,,,
644,Caitlin Scott,traceyscott@gmail.com,Rwanda,2023-07-18,8975,341,2024-05-08,9,1466.7,Say Clothing,Furniture,197,,,
645,Emily Santiago,kshields@gmail.com,Grenada,2020-06-14,308,230,2024-07-24,1,1124.25,Avoid Accessories,Electronics,193,,,
645,Emily Santiago,kshields@gmail.com,Grenada,2020-06-14,3465,19,2024-01-22,6,836.24,Fund Furniture,Electronics,406,,,
645,Emily Santiago,kshields@gmail.com,Grenada,2020-06-14,4783,330,2024-03-02,9,197.98,Whose Clothing,Clothing,118,,,
646,Xavier Wallace,stacy01@chapman.net,Armenia,2021-08-29,1462,242,2024-02-01,3,494.14,Media Electronics,Electronics,220,,,
646,Xavier Wallace,stacy01@chapman.net,Armenia,2021-08-29,1696,289,2024-05-23,2,547.94,Person Furniture,Accessories,492,,,
646,Xavier Wallace,stacy01@chapman.net,Armenia,2021-08-29,2092,295,2024-10-12,9,1284.7,Red Clothing,Clothing,61,,,
646,Xavier Wallace,stacy01@chapman.net,Armenia,2021-08-29,2250,179,2024-06-13,9,1001.01,Also Electronics,Books,410,,,
646,Xavier Wallace,stacy01@chapman.net,Armenia,2021-08-29,4497,405,2024-08-30,3,348.74,School Books,Books,477,,,
646,Xavier Wallace,stacy01@chapman.net,Armenia,2021-08-29,9595,300,2024-09-16,9,287.93,Learn Furniture,Accessories,462,,,
646,Xavier Wallace,stacy01@chapman.net,Armenia,2021-08-29,9980,419,2024-07-09,8,655.43,By Books,Clothing,444,,,
647,Michelle Mann,sdavis@blackburn-coleman.com,Slovakia (Slovak Republic),2023-08-02,1712,243,2024-01-24,2,208.92,Term Electronics,Accessories,422,,,
647,Michelle Mann,sdavis@blackburn-coleman.com,Slovakia (Slovak Republic),2023-08-02,7325,267,2024-03-26,10,1306.78,Physical Electronics,Accessories,324,,,
647,Michelle Mann,sdavis@blackburn-coleman.com,Slovakia (Slovak Republic),2023-08-02,8414,94,2024-03-08,2,954.14,Few Accessories,Accessories,191,,,
647,Michelle Mann,sdavis@blackburn-coleman.com,Slovakia (Slovak Republic),2023-08-02,9743,380,2024-03-28,3,610.4,Think Clothing,Furniture,295,,,
648,Jasmine Beard,robert20@yahoo.com,Jordan,2021-04-20,123,383,2024-05-12,5,1195.87,Develop Books,Accessories,17,,,
649,Billy Thomas,veronica07@guerrero-nolan.net,Malawi,2023-05-28,1078,130,2024-01-30,10,220.89,Today Books,Accessories,439,,,
649,Billy Thomas,veronica07@guerrero-nolan.net,Malawi,2023-05-28,1905,214,2024-08-27,1,638.34,Fund Accessories,Books,282,,,
649,Billy Thomas,veronica07@guerrero-nolan.net,Malawi,2023-05-28,2096,452,2024-02-13,3,779.66,Far Books,Books,253,,,
649,Billy Thomas,veronica07@guerrero-nolan.net,Malawi,2023-05-28,4239,198,2024-06-02,7,1005.58,Read Books,Books,144,,,
649,Billy Thomas,veronica07@guerrero-nolan.net,Malawi,2023-05-28,6469,337,2024-07-17,4,1445.73,Choice Accessories,Clothing,83,,,
650,Justin Riley,graceabbott@yahoo.com,Qatar,2021-04-01,1059,12,2024-03-02,6,1163.5,Condition Furniture,Electronics,496,,,
650,Justin Riley,graceabbott@yahoo.com,Qatar,2021-04-01,3337,261,2024-02-01,5,995.97,Stock Clothing,Books,16,,,
650,Justin Riley,graceabbott@yahoo.com,Qatar,2021-04-01,4981,13,2024-03-19,9,766.99,Blue Accessories,Accessories,467,,,
650,Justin Riley,graceabbott@yahoo.com,Qatar,2021-04-01,7924,106,2024-03-20,4,434.5,Which Electronics,Books,458,,,
651,Michael Reynolds,syoung@jefferson-sutton.com,Armenia,2020-03-05,1539,492,2024-06-23,1,637.91,Hotel Accessories,Books,469,,,
651,Michael Reynolds,syoung@jefferson-sutton.com,Armenia,2020-03-05,2405,373,2024-02-26,6,75.29,Compare Books,Clothing,371,,,
651,Michael Reynolds,syoung@jefferson-sutton.com,Armenia,2020-03-05,4857,188,2024-03-31,2,1206.49,None Furniture,Clothing,279,,,
651,Michael Reynolds,syoung@jefferson-sutton.com,Armenia,2020-03-05,6583,95,2024-02-17,6,597.87,Speak Clothing,Electronics,169,,,
651,Michael Reynolds,syoung@jefferson-sutton.com,Armenia,2020-03-05,9934,86,2024-05-31,6,1059.44,Old Books,Accessories,67,,,
652,Samantha Rhodes,igonzalez@munoz.com,Indonesia,2024-05-26,1659,163,2024-04-15,1,862.09,Whole Electronics,Electronics,198,,,
653,Lawrence White,samantha93@ballard.com,Guernsey,2021-09-04,2125,70,2024-07-22,8,215.59,Hope Clothing,Accessories,26,,,
653,Lawrence White,samantha93@ballard.com,Guernsey,2021-09-04,4823,148,2024-07-31,9,896.77,Generation Accessories,Books,25,,,
653,Lawrence White,samantha93@ballard.com,Guernsey,2021-09-04,7014,404,2024-01-31,1,1135.35,International Books,Electronics,495,,,
653,Lawrence White,samantha93@ballard.com,Guernsey,2021-09-04,7392,107,2024-04-19,2,1035.54,Land Furniture,Furniture,120,,,
653,Lawrence White,samantha93@ballard.com,Guernsey,2021-09-04,7770,291,2024-04-05,4,1245.06,Summer Accessories,Clothing,480,,,
653,Lawrence White,samantha93@ballard.com,Guernsey,2021-09-04,9177,426,2024-02-27,7,1332.08,Reduce Furniture,Clothing,160,,,
653,Lawrence White,samantha93@ballard.com,Guernsey,2021-09-04,9910,112,2024-08-19,10,916.44,Speech Accessories,Clothing,308,,,
654,Gerald Wood,coxsuzanne@sandoval-solomon.com,Sierra Leone,2021-09-04,325,441,2024-09-15,4,325.12,Herself Furniture,Accessories,52,,,
654,Gerald Wood,coxsuzanne@sandoval-solomon.com,Sierra Leone,2021-09-04,886,118,2024-04-08,10,211.14,Catch Books,Furniture,172,,,
