customer_id,customer_name,email,country,registration_date,product_id,product_name,category,stock,order_id,order_date,quantity,price,review_id,rating,review_date
363,John Williams,katie84@turner.com,Cuba,2020-12-31,117,Society Furniture,Clothing,88,3355,2024-08-02,1,1319.06,,,
1298,Mrs. Tracy Sanders,marcus30@hotmail.com,Pakistan,2024-03-30,117,Society Furniture,Clothing,88,3552,2024-09-10,4,1113.2,,,
115,Michele Richardson,pughdonald@gmail.com,Seychelles,2023-03-27,117,Society Furniture,Clothing,88,3908,2024-10-16,10,747.68,,,
454,Francisco Hill,lorianderson@hotmail.com,Namibia,2024-09-06,117,Society Furniture,Clothing,88,4355,2024-05-27,9,333.58,,,
1739,Yvonne Kim,jason30@martinez.com,Sweden,2022-06-29,117,Society Furniture,Clothing,88,4751,2024-01-20,8,623.53,,,
2855,Ariel Roberts,angela67@lucas.net,Haiti,2024-09-25,117,Society Furniture,Clothing,88,4946,2024-06-02,3,1033.52,,,
393,Melanie Santana,rogercook@day.com,Timor-Leste,2023-09-13,117,Society Furniture,Clothing,88,5032,2024-09-27,5,877.36,,,
2163,Mr. Justin Johnson,patrick34@williamson-burgess.com,Gibraltar,2024-04-26,117,Society Furniture,Clothing,88,7604,2024-02-17,8,249.16,,,
2405,Steven Anderson,klynn@smith.net,Svalbard & Jan Mayen Islands,2024-07-07,117,Society Furniture,Clothing,88,7759,2024-06-08,5,458.45,,,
88,Tammy Odonnell,randall52@hotmail.com,Mexico,2024-01-30,117,Society Furniture,Clothing,88,7764,2024-08-14,7,984.15,,,
2323,Bryan Price,vjohnson@adams-ayala.com,Martinique,2022-08-01,117,Society Furniture,Clothing,88,7822,2024-01-27,6,1114.91,,,
2969,Ryan Webb,barnesian@gmail.com,Cayman Islands,2023-10-28,117,Society Furniture,Clothing,88,8637,2024-03-16,6,1281.6,,,
1788,Ashley Erickson,jesse97@yahoo.com,Saint Lucia,2020-06-03,117,Society Furniture,Clothing,88,8957,2024-07-09,10,252.51,,,
1120,Jessica Dudley,vsawyer@williams.info,Lesotho,2022-03-07,118,Catch Books,Furniture,172,373,2024-07-22,2,388.34,,,
1802,Jacob Long,mullinsariana@taylor.com,Tonga,2023-01-27,118,Catch Books,Furniture,172,711,2024-01-28,9,401.13,,,
654,Gerald Wood,coxsuzanne@sandoval-solomon.com,Sierra Leone,2021-09-04,118,Catch Books,Furniture,172,886,2024-04-08,10,211.14,,,
946,Michael Vance,cindy01@crane-chapman.com,Guyana,2020-03-11,118,Catch Books,Furniture,172,1002,2024-03-09,4,998.82,,,
1420,Barbara Collins,logan67@gmail.com,Burundi,2021-06-14,118,Catch Books,Furniture,172,1096,2024-02-06,7,1482.32,,,
1877,Michael Hoffman,jessicamitchell@hotmail.com,Switzerland,2021-10-27,118,Catch Books,Furniture,172,1239,2024-03-25,1,173.25,,,
664,Jay Coleman,cruzcorey@medina.org,Serbia,2023-05-08,118,Catch Books,Furniture,172,2522,2024-04-23,10,228.61,,,
1861,Isaiah Cordova,jessica92@finley-beck.net,Saudi Arabia,2020-02-29,118,Catch Books,Furniture,172,3585,2024-02-12,5,304.35,,,
792,Albert Kim,matthew83@hotmail.com,Cameroon,2020-09-16,118,Catch Books,Furniture,172,3862,2024-04-22,9,1316.73,,,
2748,Anna Webb,moralesthomas@yahoo.com,Tokelau,2022-12-04,118,Catch Books,Furniture,172,4029,2024-04-18,1,704.13,,,
1897,Katherine Fleming,lgonzalez@gmail.com,Chad,2024-07-07,118,Catch Books,Furniture,172,4395,2024-04-05,4,1176.39,,,
123,Charles Parrish,youngchristopher@hotmail.com,Ecuador,2023-11-01,118,Catch Books,Furniture,172,5344,2024-05-08,1,1383.95,,,
311,Elizabeth Barnes,shelby73@gmail.com,Cote d'Ivoire,2023-08-06,118,Catch Books,Furniture,172,6108,2024-03-08,2,33.49,,,
2922,Ellen Murphy,lisa58@davis-thomas.com,South Georgia and the South Sandwich Islands,2023-08-02,118,Catch Books,Furniture,172,6352,2024-02-20,4,1245.26,,,
1511,Samuel Harrison,aholmes@elliott.com,Colombia,2023-10-06,118,Catch Books,Furniture,172,7182,2024-04-15,7,298.26,,,
598,Jeffrey Humphrey,brownbrenda@ramirez.com,Armenia,2020-01-01,118,Catch Books,Furniture,172,7558,2024-10-08,2,817.6,,,
1959,Maria Johnson,whayes@lopez.org,Netherlands,2023-10-30,118,Catch Books,Furniture,172,7671,2024-05-30,4,1183.63,,,
1078,Richard Pena,samanthabest@jones.com,Uzbekistan,2020-02-13,118,Catch Books,Furniture,172,7745,2024-08-23,7,1043.21,,,
2219,Sabrina Holloway,davidmartin@wong.info,French Polynesia,2022-09-08,118,Catch Books,Furniture,172,8207,2024-02-24,2,1263.05,,,
2306,Timothy Arnold,rebecca57@young.org,Slovakia (Slovak Republic),2020-10-18,118,Catch Books,Furniture,172,8328,2024-01-03,8,1013.03,,,
1808,Hunter Johnson,simmonsdaniel@martin.com,Ethiopia,2020-01-15,118,Catch Books,Furniture,172,8334,2024-08-03,7,263.61,,,
1943,Mitchell Mcguire,steven95@hotmail.com,Venezuela,2022-12-23,118,Catch Books,Furniture,172,9149,2024-03-31,2,418.07,,,
525,Connor Russo,bensonveronica@gmail.com,New Caledonia,2023-08-15,118,Catch Books,Furniture,172,9165,2024-01-22,10,339.38,,,
1975,Shari Murphy,zolsen@gmail.com,Lithuania,2021-05-06,119,Listen Clothing,Accessories,70,119,2024-06-27,6,716.65,,,
580,James Fields,darinreeves@mercado.com,Panama,2024-04-18,119,Listen Clothing,Accessories,70,144,2024-08-23,7,898.67,,,
115,Michele Richardson,pughdonald@gmail.com,Seychelles,2023-03-27,119,Listen Clothing,Accessories,70,707,2024-09-22,6,97.13,,,
1114,Thomas Koch,frazierjoshua@yahoo.com,Palau,2022-03-30,119,Listen Clothing,Accessories,70,768,2024-07-13,3,531.7,,,
2065,Adam Clark,jordanerickson@hill-aguilar.com,Morocco,2020-12-12,119,Listen Clothing,Accessories,70,1430,2024-06-21,8,1342.61,,,
1848,Randall Reed,mark14@kline.net,Guyana,2022-07-30,119,Listen Clothing,Accessories,70,1455,2024-01-12,7,1317.86,,,
2546,Allison Caldwell,emontoya@hoffman.com,Senegal,2021-07-08,119,Listen Clothing,Accessories,70,3708,2024-04-04,7,1445.23,,,
1059,Mr. Matthew Reynolds,robinsonbrandon@hotmail.com,Venezuela,2022-01-30,119,Listen Clothing,Accessories,70,4088,2024-06-08,1,1116.44,,,
2216,Emily Allison,josephhuynh@hotmail.com,Pakistan,2023-10-05,119,Listen Clothing,Accessories,70,4525,2024-01-13,3,824.79,,,
1776,David Gibbs,anthony69@hotmail.com,Belgium,2024-09-13,119,Listen Clothing,Accessories,70,4688,2024-05-08,6,241.11,,,
862,Zachary Santos,patrick34@hotmail.com,Bahrain,2020-04-18,119,Listen Clothing,Accessories,70,5374,2024-07-13,1,1398.8,,,
1648,Andrew Scott,rebecca47@hale-lewis.com,Belize,2021-10-03,119,Listen Clothing,Accessories,70,5775,2024-01-20,4,367.16,,,
591,Troy Haney,joseph44@hotmail.com,Serbia,2023-02-05,119,Listen Clothing,Accessories,70,6011,2024-07-11,9,298.12,,,
982,Heather Rivers,sandratorres@gmail.com,Mozambique,2020-12-31,119,Listen Clothing,Accessories,70,7681,2024-03-24,1,117.58,,,
2572,Ryan Wilkins,ramirezkatherine@yahoo.com,French Southern Territories,2023-11-09,119,Listen Clothing,Accessories,70,8261,2024-05-13,6,499.89,,,
181,Kelly Kelly,brianrice@gmail.com,Albania,2022-12-23,119,Listen Clothing,Accessories,70,8830,2024-09-20,3,924.4,,,
2555,Sara Jordan,zwilson@reed.org,Singapore,2023-12-20,119,Listen Clothing,Accessories,70,8880,2024-03-24,4,1352.82,,,
826,Sarah Miller,bdaniel@hotmail.com,Faroe Islands,2021-12-15,120,Want Furniture,Furniture,202,448,2024-09-26,10,397.4,,,
400,Jill Conner,james62@melendez.com,Guatemala,2022-12-10,120,Want Furniture,Furniture,202,1101,2024-10-08,8,494.47,,,
2013,Hannah Hanson,sheliamorales@yahoo.com,Jersey,2021-01-15,120,Want Furniture,Furniture,202,1851,2024-05-31,2,384.73,,,
2720,Melissa Fuller,cody04@galvan.net,Oman,2021-12-08,120,Want Furniture,Furniture,202,6770,2024-06-27,9,903.54,,,
2841,Karen Wood,katherine66@gmail.com,Solomon Islands,2021-07-17,120,Want Furniture,Furniture,202,6935,2024-06-28,9,613.88,,,
480,Travis Thomas,karen62@huerta.info,Cote d'Ivoire,2022-06-30,120,Want Furniture,Furniture,202,7047,2024-01-25,9,266.8,,,
1208,Lindsey Kim,charles75@chambers.com,Dominican Republic,2020-09-02,120,Want Furniture,Furniture,202,8325,2024-06-04,8,728.4,,,
1933,Kelly Taylor,williamsjason@russell.com,Egypt,2023-02-21,120,Want Furniture,Furniture,202,8472,2024-02-23,1,446.63,,,
1283,Laura Gray,perkinsjerry@yahoo.com,British Indian Ocean Territory (Chagos Archipelago),2020-11-10,120,Want Furniture,Furniture,202,8491,2024-10-11,2,512.25,,,
214,Dwayne Reed,riveraandrew@yahoo.com,Antarctica (the territory South of 60 deg S),2024-01-15,120,Want Furniture,Furniture,202,8829,2024-08-08,4,695.5,,,
2100,Phillip Roth,kristenward@gmail.com,Kyrgyz Republic,2022-07-05,120,Want Furniture,Furniture,202,9123,2024-01-23,7,1228.51,,,
227,Willie Willis,keithburke@hotmail.com,Romania,2021-01-09,120,Want Furniture,Furniture,202,9608,2024-03-11,3,343.16,,,
1617,James Aguirre,susannguyen@estes.com,Turkey,2023-10-17,120,Want Furniture,Furniture,202,9787,2024-10-21,10,514.73,,,
1714,Kimberly Vaughn MD,wpierce@yahoo.com,Romania,2020-07-26,121,Air Books,Electronics,57,245,2024-09-08,7,960.8,,,
122,Tyler Johnson,kimberly39@hotmail.com,Tunisia,2021-05-26,121,Air Books,Electronics,57,415,2024-02-16,2,552.39,,,
2286,Larry Henderson,brentwilliams@brown.org,Christmas Island,2022-04-29,121,Air Books,Electronics,57,492,2024-08-17,7,1362.37,,,
2801,Mike Bailey,kellyallen@yahoo.com,India,2020-09-08,121,Air Books,Electronics,57,986,2024-05-21,2,242.97,,,
407,Mark Carpenter,ellisjohn@benson-cunningham.biz,Montenegro,2020-08-19,121,Air Books,Electronics,57,2227,2024-04-14,1,548.35,,,
2779,Kelly Pacheco,jared94@gmail.com,Hong Kong,2023-02-27,121,Air Books,Electronics,57,2700,2024-01-12,7,1372.14,,,
1088,Christopher Roberson,breanna11@woods.biz,Armenia,2021-04-20,121,Air Books,Electronics,57,4132,2024-02-01,10,1031.69,,,
1952,Heather Ray,mayomonica@robertson-gardner.com,Montenegro,2022-01-21,121,Air Books,Electronics,57,4267,2024-04-16,8,402.3,,,
718,Nicholas Stark,paul94@christensen.com,San Marino,2022-05-30,121,Air Books,Electronics,57,4280,2024-09-17,4,1177.34,,,
1406,Daisy Sharp,zboyle@lee.biz,Costa Rica,2021-08-05,121,Air Books,Electronics,57,6999,2024-04-02,9,1178.77,,,
825,Kayla Jackson,gwatson@cox.com,Moldova,2021-08-18,121,Air Books,Electronics,57,7022,2024-03-20,10,595.68,,,
1454,Amber Wise,hmckinney@jensen-carroll.biz,Romania,2020-04-04,121,Air Books,Electronics,57,7665,2024-01-17,7,401.62,,,
1054,Richard Smith,copelandlauren@yahoo.com,Albania,2023-06-01,121,Air Books,Electronics,57,7811,2024-08-17,6,460.75,,,
2577,Jeffrey Lloyd,gonzalezjacqueline@yahoo.com,Angola,2021-10-09,121,Air Books,Electronics,57,8459,2024-07-15,3,496.09,,,
2095,David Taylor,sandrastanley@scott-walker.org,Saint Pierre and Miquelon,2020-05-31,121,Air Books,Electronics,57,8923,2024-04-05,9,1211.25,,,
1909,Micheal Waters,samanthawoodard@hotmail.com,Bahrain,2023-10-16,121,Air Books,Electronics,57,8954,2024-04-02,4,581.15,,,
132,Jessica Benitez,heather44@hotmail.com,Grenada,2021-11-11,121,Air Books,Electronics,57,9887,2024-02-24,6,1246.04,,,
714,Todd Carlson,charles72@baldwin.net,Bhutan,2023-01-09,122,Tell Accessories,Furniture,335,205,2024-06-08,4,52.35,,,
894,Alexis Clark,mary07@yahoo.com,Guadeloupe,2023-09-09,122,Tell Accessories,Furniture,335,795,2024-04-04,3,1064.89,,,
2365,Robert Walton,ghernandez@stewart.com,Pitcairn Islands,2020-02-17,122,Tell Accessories,Furniture,335,915,2024-05-11,5,95.94,,,
185,Pamela Johnson,carrieweber@guzman-patterson.net,Netherlands,2021-04-06,122,Tell Accessories,Furniture,335,2363,2024-06-21,8,490.03,,,
259,Jennifer Pacheco,hernandezmatthew@fowler-bartlett.info,Montenegro,2020-12-05,122,Tell Accessories,Furniture,335,2509,2024-08-28,9,1206.72,,,
2627,Sally Powell,mercedes39@sims-watson.info,Tokelau,2024-06-15,122,Tell Accessories,Furniture,335,2589,2024-02-28,5,155.05,,,
1483,Samuel Ford,fespinoza@martinez.com,Barbados,2024-06-11,122,Tell Accessories,Furniture,335,2799,2024-10-25,7,225.15,,,
2967,Michele Giles,msalas@pearson-hill.com,China,2021-09-28,122,Tell Accessories,Furniture,335,2823,2024-06-30,7,83.84,,,
2892,Miguel Wiggins,martinezmary@hotmail.com,United Kingdom,2022-08-02,122,Tell Accessories,Furniture,335,3710,2024-01-23,8,595.99,,,
727,Ann Dennis,david89@hotmail.com,Ukraine,2020-07-10,122,Tell Accessories,Furniture,335,5058,2024-01-12,1,1431.18,,,
1522,Rodney Rogers,ale@yahoo.com,Spain,2021-10-24,122,Tell Accessories,Furniture,335,5509,2024-02-29,6,271.12,,,
2416,Crystal Bailey,calebfuentes@johnson.com,Guinea-Bissau,2024-04-28,122,Tell Accessories,Furniture,335,5598,2024-10-18,3,1462.28,,,
1850,Jeremiah Ray,danale@summers.com,Germany,2023-09-26,122,Tell Accessories,Furniture,335,5907,2024-07-13,4,1075.44,,,
1578,Brandon Watson,smitheduardo@johnson.com,Tunisia,2020-10-01,122,Tell Accessories,Furniture,335,6207,2024-07-25,10,818.57,,,
1390,Darrell Hansen,cheryl59@phillips.com,Nepal,2021-04-04,122,Tell Accessories,Furniture,335,6409,2024-06-13,9,1361.21,,,
2235,Kimberly Becker,gregoryanderson@patton.biz,Zambia,2021-01-04,122,Tell Accessories,Furniture,335,6827,2024-06-09,3,608.85,,,
2188,James James,dabbott@dawson.com,Estonia,2024-03-10,122,Tell Accessories,Furniture,335,7178,2024-04-02,10,1498.34,,,
1186,Cheryl Gonzalez,coxerika@burns.biz,Martinique,2023-11-04,122,Tell Accessories,Furniture,335,7241,2024-03-15,2,943.23,,,
2858,Angela Garcia,ycollins@campbell-taylor.org,Malawi,2020-10-29,122,Tell Accessories,Furniture,335,7319,2024-10-23,5,833.19,,,
2971,Maria Booker,jessicariley@martinez.com,Thailand,2023-08-25,122,Tell Accessories,Furniture,335,7801,2024-07-21,10,386.84,,,
2209,Ryan Welch,melissa13@walsh.org,Yemen,2023-09-11,122,Tell Accessories,Furniture,335,8475,2024-08-31,3,601.25,,,
584,Carol Arnold,nherrera@yahoo.com,Libyan Arab Jamahiriya,2023-07-02,122,Tell Accessories,Furniture,335,8841,2024-03-26,4,222.93,,,
1088,Christopher Roberson,breanna11@woods.biz,Armenia,2021-04-20,122,Tell Accessories,Furniture,335,9039,2024-06-23,6,951.77,,,
2829,Donna Cooper,gpowell@hotmail.com,Belgium,2022-06-21,123,Cell Electronics,Electronics,161,28,2024-01-28,2,82.8,,,
1553,Dr. Amanda Gentry,dawn99@jones.info,Bhutan,2020-06-09,123,Cell Electronics,Electronics,161,782,2024-07-25,6,938.95,,,
248,Jennifer Gonzalez,martinkristen@crawford.com,El Salvador,2020-04-23,123,Cell Electronics,Electronics,161,883,2024-06-26,5,920.87,,,
728,Erin Lee MD,ashleylopez@evans.com,Burundi,2023-07-26,123,Cell Electronics,Electronics,161,1085,2024-08-28,2,885.72,,,
908,Mary Richardson,daniel61@newman-pham.com,Solomon Islands,2024-04-16,123,Cell Electronics,Electronics,161,1376,2024-05-27,4,98.03,,,
1982,Kenneth Christensen,edwardlucas@phillips.com,Mexico,2022-06-22,123,Cell Electronics,Electronics,161,1467,2024-03-09,9,1274.56,,,
2033,Robert Norman,jessica16@lewis-snyder.biz,Yemen,2023-05-14,123,Cell Electronics,Electronics,161,2019,2024-03-07,8,619.23,,,
810,Benjamin Anderson,tammyrobertson@hotmail.com,Cuba,2022-03-19,123,Cell Electronics,Electronics,161,2517,2024-04-16,4,930.95,,,
2019,Brittany Rasmussen,sgonzalez@smith.biz,Niger,2020-08-06,123,Cell Electronics,Electronics,161,2652,2024-04-06,10,12.63,,,
244,Jason Hobbs,joanna95@bryan-martinez.net,Saint Pierre and Miquelon,2020-03-18,123,Cell Electronics,Electronics,161,2680,2024-05-25,6,886.16,,,
76,Theresa Wilson,jay33@gmail.com,Sierra Leone,2022-05-15,123,Cell Electronics,Electronics,161,2721,2024-08-13,3,325.48,,,
992,Robert Glass,andrewthompson@swanson.com,Belarus,2023-11-15,123,Cell Electronics,Electronics,161,3243,2024-05-20,5,925.54,,,
1774,Cynthia Gonzales,mitchellbrittany@yahoo.com,Gambia,2022-04-06,123,Cell Electronics,Electronics,161,3256,2024-01-27,9,518.2,,,
2697,Andrea Duncan,ngarcia@smith.com,Sudan,2022-01-21,123,Cell Electronics,Electronics,161,3854,2024-10-25,5,679.9,,,
1943,Mitchell Mcguire,steven95@hotmail.com,Venezuela,2022-12-23,123,Cell Electronics,Electronics,161,3962,2024-06-13,9,240.35,,,
285,William Smith,everettjason@reyes.com,Malaysia,2024-06-08,123,Cell Electronics,Electronics,161,4070,2024-08-24,4,1003.57,,,
671,Cory Shaffer,kevinmartinez@gmail.com,Greenland,2022-05-04,123,Cell Electronics,Electronics,161,4884,2024-06-04,10,1245.69,,,
1278,Beth King,lisa24@yahoo.com,Macao,2024-05-09,123,Cell Electronics,Electronics,161,5067,2024-08-31,8,438.16,,,
121,Timothy Wilcox,shawnkelly@yahoo.com,Northern Mariana Islands,2023-04-11,123,Cell Electronics,Electronics,161,5343,2024-04-16,3,234.85,,,
2826,Valerie Barton,castillojordan@yahoo.com,South Africa,2024-01-31,123,Cell Electronics,Electronics,161,5844,2024-10-11,6,688.11,,,
1184,Jeffrey Hudson,cnewton@wong.com,Taiwan,2024-10-04,123,Cell Electronics,Electronics,161,6267,2024-08-31,10,496.49,,,
1267,Dr. Timothy George,felicia91@hotmail.com,Bolivia,2021-12-30,123,Cell Electronics,Electronics,161,6309,2024-10-11,10,1137.15,,,
1012,Tiffany Wells,anthony37@gonzalez.com,Seychelles,2024-06-08,123,Cell Electronics,Electronics,161,6336,2024-09-29,4,913.16,,,
2223,Spencer Lewis,jocelyn35@morales.net,Holy See (Vatican City State),2021-02-12,123,Cell Electronics,Electronics,161,7522,2024-04-20,8,1315.51,,,
1928,Julie Poole,jamesrobinson@hotmail.com,El Salvador,2020-01-16,123,Cell Electronics,Electronics,161,7543,2024-01-31,2,1034.95,,,
2312,Timothy Romero,lisa34@garcia-bryant.com,Chile,2023-09-28,123,Cell Electronics,Electronics,161,7980,2024-05-16,10,886.75,,,
1384,Michael Jones,kelly07@gmail.com,Turkey,2021-05-30,123,Cell Electronics,Electronics,161,9815,2024-03-24,8,1275.43,,,
890,Susan Schmidt,coffeyfelicia@ibarra-sanchez.net,Seychelles,2020-10-16,123,Cell Electronics,Electronics,161,9888,2024-04-06,1,593.42,,,
745,Mark Barrera,sanchezryan@fox-wilson.org,Pitcairn Islands,2020-01-21,124,Natural Furniture,Books,446,263,2024-01-28,5,1128.3,,,
2391,Tracy Newman,robert11@gmail.com,Malawi,2024-03-31,124,Natural Furniture,Books,446,296,2024-07-25,7,894.56,,,
439,Ruben Villa,collinsdarren@hotmail.com,Moldova,2024-05-25,124,Natural Furniture,Books,446,529,2024-10-08,6,221.66,,,
2100,Phillip Roth,kristenward@gmail.com,Kyrgyz Republic,2022-07-05,124,Natural Furniture,Books,446,1007,2024-01-25,5,317.9,,,
270,Mrs. Debra Mason,megan60@simon.info,China,2022-03-03,124,Natural Furniture,Books,446,1066,2024-08-16,3,1369.77,,,
928,Jermaine Munoz,hmartinez@wall-brown.info,Honduras,2023-09-16,124,Natural Furniture,Books,446,1327,2024-10-09,3,924.58,,,
1873,Karen Murphy,watkinskimberly@hotmail.com,Netherlands,2022-03-18,124,Natural Furniture,Books,446,2883,2024-07-18,3,881.91,,,
2942,Cathy Hall,grobertson@daniels.com,Somalia,2021-06-24,124,Natural Furniture,Books,446,3369,2024-06-15,10,1270.02,,,
2859,Robert Olson,joshuakelly@hotmail.com,Guadeloupe,2024-02-07,124,Natural Furniture,Books,446,3683,2024-10-16,5,502.34,,,
757,Willie Santiago,davisjacqueline@tate-aguilar.com,Greece,2023-01-26,124,Natural Furniture,Books,446,4393,2024-05-29,8,1398.22,,,
2129,Diana Smith,paynevicki@wheeler-castillo.org,Uruguay,2022-08-08,124,Natural Furniture,Books,446,4907,2024-07-02,8,935.98,,,
1280,Timothy Bass,lawrencejill@gmail.com,French Southern Territories,2020-09-23,124,Natural Furniture,Books,446,5271,2024-04-17,6,230.69,,,
2534,Maxwell Pearson,ggibbs@yahoo.com,Bulgaria,2024-06-03,124,Natural Furniture,Books,446,5870,2024-02-15,9,98.18,,,
2999,Denise Lopez,cynthia37@johnson.com,Myanmar,2023-03-22,124,Natural Furniture,Books,446,6782,2024-03-11,10,1003.58,,,
1830,Alexander Estrada,klee@yahoo.com,Panama,2023-09-16,124,Natural Furniture,Books,446,6796,2024-04-17,8,1379.28,,,
1219,Jennifer Patton,sheri21@gmail.com,Togo,2022-05-25,124,Natural Furniture,Books,446,7701,2024-01-30,4,240.76,,,
2676,Melissa Martin,wvargas@jones.com,Croatia,2024-06-12,124,Natural Furniture,Books,446,8051,2024-06-10,10,709.41,,,
997,Kara Lewis,bryanrodriguez@pennington.com,Angola,2020-07-13,124,Natural Furniture,Books,446,8185,2024-05-15,6,753.68,,,
2921,Margaret Graham,cheryl04@yahoo.com,Swaziland,2022-04-28,124,Natural Furniture,Books,446,8817,2024-10-18,2,1274.55,,,
643,Scott Nunez,williamsmichael@hotmail.com,Guyana,2020-04-12,124,Natural Furniture,Books,446,8883,2024-09-28,7,685.47,,,
436,Joseph Taylor,allison33@gmail.com,Venezuela,2023-10-14,124,Natural Furniture,Books,446,9147,2024-03-03,3,877.45,,,
1746,Angela Williams,gary96@lee.com,Tonga,2022-12-05,125,Middle Electronics,Accessories,312,530,2024-04-25,5,383.94,,,
1724,Peter Lamb,pperry@valdez.com,Bouvet Island (Bouvetoya),2021-01-29,125,Middle Electronics,Accessories,312,578,2024-08-21,9,600.27,,,
40,David Fletcher,mortontammy@gmail.com,Aruba,2023-11-20,125,Middle Electronics,Accessories,312,614,2024-02-27,9,1404.99,,,
2778,Jessica Torres,awilliams@cummings.info,Ireland,2020-09-13,125,Middle Electronics,Accessories,312,1318,2024-04-02,2,61.0,,,
26,April Wheeler,julie07@yahoo.com,Jersey,2021-10-30,125,Middle Electronics,Accessories,312,1683,2024-08-12,6,1339.66,,,
1252,Joanna Mccoy,anthonyschneider@griffin-nelson.org,Vanuatu,2024-02-02,125,Middle Electronics,Accessories,312,1944,2024-04-15,7,1169.58,,,
1935,Ashley Perez,rmccann@higgins.org,Dominican Republic,2021-04-13,125,Middle Electronics,Accessories,312,1945,2024-10-01,7,23.13,,,
2990,Brian Peterson,larry19@baker.com,Nicaragua,2023-07-06,125,Middle Electronics,Accessories,312,2212,2024-04-25,1,808.62,,,
2435,Mikayla Smith,joshuabenton@gmail.com,Nicaragua,2020-03-25,125,Middle Electronics,Accessories,312,2862,2024-01-07,3,504.81,,,
635,Debra Smith,jeffreybrooks@thomas-davis.org,Bulgaria,2020-12-08,125,Middle Electronics,Accessories,312,3738,2024-07-18,5,340.57,,,
32,Ernest Nguyen,jatkins@dyer-stephens.com,Burkina Faso,2020-08-13,125,Middle Electronics,Accessories,312,4439,2024-05-30,8,1021.73,,,
730,Dawn Powers,hmeyer@ryan.com,Indonesia,2023-12-13,125,Middle Electronics,Accessories,312,5338,2024-02-24,7,1301.45,,,
1600,Stephen Singh,lopezjulie@yahoo.com,Sweden,2022-10-27,125,Middle Electronics,Accessories,312,5409,2024-08-24,7,632.72,1890.0,5.0,2024-03-15
278,Laura Thomas,michellehughes@hotmail.com,Anguilla,2024-04-27,125,Middle Electronics,Accessories,312,6329,2024-02-20,4,1401.09,,,
1075,Bradley Kelley,andrew57@bishop.com,Gabon,2022-12-26,125,Middle Electronics,Accessories,312,6484,2024-04-18,10,926.29,,,
1241,Stephanie Wilson,pkrueger@dunn-winters.info,Cook Islands,2021-07-29,125,Middle Electronics,Accessories,312,7198,2024-03-25,3,1181.14,,,
698,Tracey Rollins,phaynes@osborn.com,Somalia,2020-01-02,125,Middle Electronics,Accessories,312,8407,2024-03-22,5,975.72,,,
552,Maria Dickerson,ustuart@powers.com,Macao,2022-10-31,125,Middle Electronics,Accessories,312,8738,2024-10-10,2,205.29,,,
1660,Jessica Hernandez,hammondamber@powers.net,Pitcairn Islands,2021-01-20,126,Trip Clothing,Clothing,76,80,2024-02-29,9,279.54,,,
2424,Jason Hammond,hcampos@hotmail.com,Kenya,2020-10-23,126,Trip Clothing,Clothing,76,165,2024-05-18,8,1348.99,,,
2619,Natalie Colon,christianwalters@peterson.com,South Africa,2021-12-14,126,Trip Clothing,Clothing,76,829,2024-01-18,5,974.48,,,
2092,Lisa Hill DVM,stevenwillis@gmail.com,Isle of Man,2020-09-14,126,Trip Clothing,Clothing,76,1857,2024-10-03,9,1437.66,,,
491,Alyssa Cook,watsonthomas@hotmail.com,Nigeria,2024-03-29,126,Trip Clothing,Clothing,76,2946,2024-10-12,5,748.75,,,
703,Paul Johnson,sanchezkim@hotmail.com,Comoros,2023-11-22,126,Trip Clothing,Clothing,76,3673,2024-04-01,4,430.8,,,
2736,Charles Maldonado,lambnathaniel@yahoo.com,China,2023-07-11,126,Trip Clothing,Clothing,76,4198,2024-01-29,9,716.66,,,
1537,Sabrina Thompson,michaelsimmons@hotmail.com,Saint Vincent and the Grenadines,2023-07-08,126,Trip Clothing,Clothing,76,4466,2024-04-12,1,1219.91,,,
705,Andrew Wood,michaelholt@byrd.com,Yemen,2024-04-06,126,Trip Clothing,Clothing,76,4748,2024-04-03,10,967.11,,,
550,Wendy Guerrero,fhall@gmail.com,Sri Lanka,2020-01-18,126,Trip Clothing,Clothing,76,6169,2024-08-08,8,207.3,,,
70,Jessica Rivera,christopherdaniels@tran.com,Kiribati,2023-04-03,126,Trip Clothing,Clothing,76,7040,2024-05-01,4,83.53,,,
2901,Jacqueline Holt,xshaw@yahoo.com,United Arab Emirates,2024-06-28,126,Trip Clothing,Clothing,76,7450,2024-06-20,6,702.18,,,
1971,Nicole Ortiz,coxhunter@preston.com,Isle of Man,2022-12-17,126,Trip Clothing,Clothing,76,8137,2024-04-20,1,30.17,,,
769,Debra Ross,apriltapia@gmail.com,Cuba,2021-02-10,126,Trip Clothing,Clothing,76,8140,2024-04-28,3,183.15,,,
2185,Kimberly Warner,fuenteskevin@yahoo.com,Togo,2020-11-29,126,Trip Clothing,Clothing,76,8946,2024-02-02,6,910.64,,,
2638,Erika Jones,tammystevenson@mahoney-garcia.biz,Burundi,2020-03-21,126,Trip Clothing,Clothing,76,9183,2024-04-11,8,867.06,,,
1672,Matthew Brown,allenjeffrey@cross-strong.com,Gibraltar,2024-09-13,126,Trip Clothing,Clothing,76,9188,2024-02-16,10,831.94,,,
1181,Rodney Bush,zsmith@orr.com,Macedonia,2022-08-21,126,Trip Clothing,Clothing,76,9256,2024-10-10,4,1151.28,,,
